SampleID,fastq1,fastq2
1-TMH1_S7525-S7725,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/1-TMH1_S7525-S7725_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/1-TMH1_S7525-S7725_R2.fastq.gz
2-TMH2_S7526-S7726,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/2-TMH2_S7526-S7726_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/2-TMH2_S7526-S7726_R2.fastq.gz
3-TMH3_S7527-S7727,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/3-TMH3_S7527-S7727_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/3-TMH3_S7527-S7727_R2.fastq.gz
4-TMH4_S7528-S7728,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/4-TMH4_S7528-S7728_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/4-TMH4_S7528-S7728_R2.fastq.gz
5-TMH5_S7529-S7729,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/5-TMH5_S7529-S7729_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/5-TMH5_S7529-S7729_R2.fastq.gz
6-TMS1_S7530-S7730,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/6-TMS1_S7530-S7730_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/6-TMS1_S7530-S7730_R2.fastq.gz
7-TMS2_S7531-S7731,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/7-TMS2_S7531-S7731_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/7-TMS2_S7531-S7731_R2.fastq.gz
8-TMS3_S7532-S7732,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/8-TMS3_S7532-S7732_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/8-TMS3_S7532-S7732_R2.fastq.gz
9-TMM1_S7533-S7733,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/9-TMM1_S7533-S7733_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/9-TMM1_S7533-S7733_R2.fastq.gz
10-TMM2_S7534-S7734,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/10-TMM2_S7534-S7734_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/10-TMM2_S7534-S7734_R2.fastq.gz
11-TMM3_S7535-S7735,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/11-TMM3_S7535-S7735_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6873_Vi/11-TMM3_S7535-S7735_R2.fastq.gz
