SampleID,fastq1,fastq2
10-TMKE30A1_S7534-S7734,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/10-TMKE30A1_S7534-S7734_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/10-TMKE30A1_S7534-S7734_R2.fastq.gz
9-TMLBE329_S7533-S7733,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/9-TMLBE329_S7533-S7733_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/9-TMLBE329_S7533-S7733_R2.fastq.gz
8-TMKA72A1_S7532-S7732,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/8-TMKA72A1_S7532-S7732_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/8-TMKA72A1_S7532-S7732_R2.fastq.gz
7-TMKA71A1_S7531-S7731,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/7-TMKA71A1_S7531-S7731_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/7-TMKA71A1_S7531-S7731_R2.fastq.gz
6-TMKD08A1_S7530-S7730,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/6-TMKD08A1_S7530-S7730_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/6-TMKD08A1_S7530-S7730_R2.fastq.gz
5-TMKA67A1_S7529-S7729,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/5-TMKA67A1_S7529-S7729_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/5-TMKA67A1_S7529-S7729_R2.fastq.gz
4-TMKC53A1_S7528-S7728,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/4-TMKC53A1_S7528-S7728_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/4-TMKC53A1_S7528-S7728_R2.fastq.gz
3-TMKC52A1_S7527-S7727,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/3-TMKC52A1_S7527-S7727_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/3-TMKC52A1_S7527-S7727_R2.fastq.gz
2-TMKC51A1_S7526-S7726,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/2-TMKC51A1_S7526-S7726_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/2-TMKC51A1_S7526-S7726_R2.fastq.gz
1-TMKC25A1_S7525-S7725,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/1-TMKC25A1_S7525-S7725_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R6829_Vi/1-TMKC25A1_S7525-S7725_R2.fastq.gz
