SampleID,fastq1,fastq2
TMS5S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/56-TMS5S7CF_S7556-S7756_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/56-TMS5S7CF_S7556-S7756_R2.fastq.gz
TMS5S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/55-TMS5S6CF_S7555-S7755_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/55-TMS5S6CF_S7555-S7755_R2.fastq.gz
TMS5S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/54-TMS5S5CF_S7554-S7754_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/54-TMS5S5CF_S7554-S7754_R2.fastq.gz
TMS5S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/53-TMS5S4CF_S7553-S7753_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/53-TMS5S4CF_S7553-S7753_R2.fastq.gz
TMS5S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/52-TMS5S3CF_S7552-S7752_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/52-TMS5S3CF_S7552-S7752_R2.fastq.gz
TMS5S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/51-TMS5S2CF_S7551-S7751_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/51-TMS5S2CF_S7551-S7751_R2.fastq.gz
TMS5S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/50-TMS5S1CF_S7550-S7750_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/50-TMS5S1CF_S7550-S7750_R2.fastq.gz
TMS4S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/49-TMS4S7CF_S7543-S7743_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/49-TMS4S7CF_S7543-S7743_R2.fastq.gz
TMS4S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/48-TMS4S6CF_S7542-S7742_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/48-TMS4S6CF_S7542-S7742_R2.fastq.gz
TMS4S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/47-TMS4S5CF_S7541-S7741_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/47-TMS4S5CF_S7541-S7741_R2.fastq.gz
TMS4S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/46-TMS4S4CF_S7540-S7740_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/46-TMS4S4CF_S7540-S7740_R2.fastq.gz
TMS4S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/45-TMS4S3CF_S7539-S7739_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/45-TMS4S3CF_S7539-S7739_R2.fastq.gz
TMS4S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/smallsize/44-TMS4S2CF_S7538-S7738_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/smallsize/44-TMS4S2CF_S7538-S7738_R2.fastq.gz
TMS4S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/43-TMS4S1CF_S7537-S7737_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/43-TMS4S1CF_S7537-S7737_R2.fastq.gz
TMS3S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/42-TMS3S7CF_S7536-S7736_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/42-TMS3S7CF_S7536-S7736_R2.fastq.gz
TMS3S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/41-TMS3S6CF_S7535-S7735_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/41-TMS3S6CF_S7535-S7735_R2.fastq.gz
TMS3S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/40-TMS3S5CF_S7534-S7734_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/40-TMS3S5CF_S7534-S7734_R2.fastq.gz
TMS3S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/39-TMS3S4CF_S7533-S7733_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/39-TMS3S4CF_S7533-S7733_R2.fastq.gz
TMS3S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/38-TMS3S3CF_S7593-S7793_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/38-TMS3S3CF_S7593-S7793_R2.fastq.gz
TMS3S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/37-TMS3S2CF_S7592-S7792_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/37-TMS3S2CF_S7592-S7792_R2.fastq.gz
TMS3S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/36-TMS3S1CF_S7591-S7791_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/36-TMS3S1CF_S7591-S7791_R2.fastq.gz
TMS2S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/35-TMS2S7CF_S7590-S7790_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/35-TMS2S7CF_S7590-S7790_R2.fastq.gz
TMS2S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/34-TMS2S1CF_S7584-S7784_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/34-TMS2S1CF_S7584-S7784_R2.fastq.gz
TMH5S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/33-TMH5S7CF_S7583-S7783_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/33-TMH5S7CF_S7583-S7783_R2.fastq.gz
TMH5S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/32-TMH5S6CF_S7582-S7782_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/32-TMH5S6CF_S7582-S7782_R2.fastq.gz
TMH5S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/31-TMH5S5CF_S7581-S7781_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/31-TMH5S5CF_S7581-S7781_R2.fastq.gz
TMH5S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/30-TMH5S4CF_S7580-S7780_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/30-TMH5S4CF_S7580-S7780_R2.fastq.gz
TMH5S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/29-TMH5S1CF_S7577-S7777_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/29-TMH5S1CF_S7577-S7777_R2.fastq.gz
TMH4S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/28-TMH4S7CF_S7576-S7776_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/28-TMH4S7CF_S7576-S7776_R2.fastq.gz
TMH4S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/27-TMH4S6CF_S7575-S7775_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/27-TMH4S6CF_S7575-S7775_R2.fastq.gz
TMH4S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/26-TMH4S5CF_S7574-S7774_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/26-TMH4S5CF_S7574-S7774_R2.fastq.gz
TMH4S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/25-TMH4S4CF_S7573-S7773_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/25-TMH4S4CF_S7573-S7773_R2.fastq.gz
TMH4S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/24-TMH4S3CF_S7572-S7772_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/24-TMH4S3CF_S7572-S7772_R2.fastq.gz
TMH4S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/23-TMH4S2CF_S7571-S7771_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/23-TMH4S2CF_S7571-S7771_R2.fastq.gz
TMH4S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/22-TMH4S1CF_S7570-S7770_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/22-TMH4S1CF_S7570-S7770_R2.fastq.gz
TMH3S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/21-TMH3S7CF_S7569-S7769_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/21-TMH3S7CF_S7569-S7769_R2.fastq.gz
TMH3S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/20-TMH3S6CF_S7568-S7768_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/20-TMH3S6CF_S7568-S7768_R2.fastq.gz
TMH3S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/19-TMH3S5CF_S7567-S7767_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/19-TMH3S5CF_S7567-S7767_R2.fastq.gz
TMH3S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/18-TMH3S4CF_S7566-S7766_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/18-TMH3S4CF_S7566-S7766_R2.fastq.gz
TMH3S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/17-TMH3S3CF_S7565-S7765_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/17-TMH3S3CF_S7565-S7765_R2.fastq.gz
TMH3S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/16-TMH3S2CF_S7564-S7764_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/16-TMH3S2CF_S7564-S7764_R2.fastq.gz
TMH3S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/15-TMH3S1CF_S7557-S7757_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/15-TMH3S1CF_S7557-S7757_R2.fastq.gz
TMH2S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/14-TMH2S7CF_S7529-S7729_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/14-TMH2S7CF_S7529-S7729_R2.fastq.gz
TMH2S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/13-TMH2S6CF_S7528-S7728_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/13-TMH2S6CF_S7528-S7728_R2.fastq.gz
TMH2S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/12-TMH2S5CF_S7527-S7727_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/12-TMH2S5CF_S7527-S7727_R2.fastq.gz
TMH2S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/11-TMH2S4CF_S7526-S7726_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/11-TMH2S4CF_S7526-S7726_R2.fastq.gz
TMH2S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/10-TMH2S3CF_S7525-S7725_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/10-TMH2S3CF_S7525-S7725_R2.fastq.gz
TMH2S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/9-TMH2S2CF_S7524-S7724_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/9-TMH2S2CF_S7524-S7724_R2.fastq.gz
TMH2S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/8-TMH2S1CF_S7508-S7708_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/8-TMH2S1CF_S7508-S7708_R2.fastq.gz
TMH1S7CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/7-TMH1S7CF_S7507-S7707_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/7-TMH1S7CF_S7507-S7707_R2.fastq.gz
TMH1S6CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/6-TMH1S6CF_S7506-S7706_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/6-TMH1S6CF_S7506-S7706_R2.fastq.gz
TMH1S5CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/5-TMH1S5CF_S7505-S7705_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/5-TMH1S5CF_S7505-S7705_R2.fastq.gz
TMH1S4CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/4-TMH1S4CF_S7504-S7704_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/4-TMH1S4CF_S7504-S7704_R2.fastq.gz
TMH1S3CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/3-TMH1S3CF_S7503-S7703_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/3-TMH1S3CF_S7503-S7703_R2.fastq.gz
TMH1S2CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/2-TMH1S2CF_S7502-S7702_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/2-TMH1S2CF_S7502-S7702_R2.fastq.gz
TMH1S1CF,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/1-TMH1S1CF_S7501-S7701_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/1-TMH1S1CF_S7501-S7701_R2.fastq.gz
