SampleID,FASTQ1,FASTQ2
7-TMPC6S7I2_S7545-S7745,/mnt/FASTQ/2025_2/R7568/zatm/smallsize/7-TMPC6S7I2_S7545-S7745_R1.fastq.gz,/mnt/FASTQ/2025_2/R7568/zatm/smallsize/7-TMPC6S7I2_S7545-S7745_R2.fastq.gz
12-TMH3S5I2_S7550-S7750,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/12-TMH3S5I2_S7550-S7750_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/12-TMH3S5I2_S7550-S7750_R2.fastq.gz
13-TMH3S6I2_S7551-S7751,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/13-TMH3S6I2_S7551-S7751_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/13-TMH3S6I2_S7551-S7751_R2.fastq.gz
14-TMH3S7I2_S7552-S7752,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/14-TMH3S7I2_S7552-S7752_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/14-TMH3S7I2_S7552-S7752_R2.fastq.gz
1-TMPC5S1I2_S7525-S7725,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/1-TMPC5S1I2_S7525-S7725_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/1-TMPC5S1I2_S7525-S7725_R2.fastq.gz
2-TMPC5S2I2_S7526-S7726,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/2-TMPC5S2I2_S7526-S7726_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/2-TMPC5S2I2_S7526-S7726_R2.fastq.gz
3-TMPC5S3I2_S7527-S7727,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/3-TMPC5S3I2_S7527-S7727_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/3-TMPC5S3I2_S7527-S7727_R2.fastq.gz
4-TMPC5S4I2_S7528-S7728,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/4-TMPC5S4I2_S7528-S7728_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/4-TMPC5S4I2_S7528-S7728_R2.fastq.gz
5-TMPC5S5I2_S7529-S7729,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/5-TMPC5S5I2_S7529-S7729_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/5-TMPC5S5I2_S7529-S7729_R2.fastq.gz
6-TMPC5S6I2_S7530-S7730,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/6-TMPC5S6I2_S7530-S7730_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/6-TMPC5S6I2_S7530-S7730_R2.fastq.gz
7-TMPC5S7I2_S7531-S7731,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/7-TMPC5S7I2_S7531-S7731_R1.fastq.gz,/mnt/FASTQ/2025_2/R7561/zatm/smallsize/7-TMPC5S7I2_S7531-S7731_R2.fastq.gz
