SampleID,FASTQ1,FASTQ2
1-DMR1_S7594-S7794,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/1-DMR1_S7594-S7794_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/1-DMR2_S7594-S7794_R2.fastq.gz
2-DMR2_S7595-S7795,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/2-DMR2_S7595-S7795_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/2-DMR2_S7595-S7795_R2.fastq.gz
3-DMR3_S7596-S7796,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/3-DMR3_S7596-S7796_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7332/bcdmr/3-DMR3_S7596-S7796_R2.fastq.gz
10-DDM11_S7554-S7754,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/10-DDM11_S7554-S7754_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/10-DDM11_S7554-S7754_R2.fastq.gz
11-DDM12_S7555-S7755,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/11-DDM12_S7555-S7755_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/11-DDM12_S7555-S7755_R2.fastq.gz
12-DDM13_S7561-S7761,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/12-DDM13_S7561-S7761_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/12-DDM13_S7561-S7761_R2.fastq.gz
13-DDM14_S7562-S7762,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/13-DDM14_S7562-S7762_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/13-DDM14_S7562-S7762_R2.fastq.gz
14-DDM15_S7563-S7763,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/14-DDM15_S7563-S7763_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/14-DDM15_S7563-S7763_R2.fastq.gz
1-DDM1_S7537-S7737,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/1-DDM1_S7537-S7737_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/1-DDM1_S7537-S7737_R2.fastq.gz
2-DDM2_S7538-S7738,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/2-DDM2_S7538-S7738_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/2-DDM2_S7538-S7738_R2.fastq.gz
3-DDM3_S7539-S7739,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/3-DDM3_S7539-S7739_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/3-DDM3_S7539-S7739_R2.fastq.gz
4-DDM5_S7545-S7745,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/4-DDM5_S7545-S7745_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/4-DDM5_S7545-S7745_R2.fastq.gz
5-DDM6_S7547-S7747,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/5-DDM6_S7547-S7747_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/5-DDM6_S7547-S7747_R2.fastq.gz
6-DDM7_S7548-S7748,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/6-DDM7_S7548-S7748_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/6-DDM7_S7548-S7748_R2.fastq.gz
7-DDM8_S7550-S7750,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/7-DDM8_S7550-S7750_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/7-DDM8_S7550-S7750_R2.fastq.gz
8-DDM9_S7551-S7751,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/8-DDM9_S7551-S7751_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/8-DDM9_S7551-S7751_R2.fastq.gz
9-DDM10_S7553-S7753,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/9-DDM10_S7553-S7753_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7393/bcdmr/9-DDM10_S7553-S7753_R2.fastq.gz
19-ST8BCDMR__S7582-S7782,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/19-ST8BCDMR__S7582-S7782_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/19-ST8BCDMR__S7582-S7782_R2.fastq.gz
1-ST4BCDMR__S7564-S7764,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/1-ST4BCDMR__S7564-S7764_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/1-ST4BCDMR__S7564-S7764_R2.fastq.gz
7-ST6BCDMR__S7570-S7770,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/7-ST6BCDMR__S7570-S7770_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/0/7-ST6BCDMR__S7570-S7770_R2.fastq.gz
12-ST6BCDMR__S7575-S7775,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/12-ST6BCDMR__S7575-S7775_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/12-ST6BCDMR__S7575-S7775_R2.fastq.gz
18-ST7BCDMR__S7581-S7781,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/18-ST7BCDMR__S7581-S7781_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/18-ST7BCDMR__S7581-S7781_R2.fastq.gz
6-ST4BCDMR__S7569-S7769,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/6-ST4BCDMR__S7569-S7769_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/100/6-ST4BCDMR__S7569-S7769_R2.fastq.gz
10-ST6BCDMR__S7573-S7773,/mnt/GS-BACKUP05/FASTQ/2025/R7381/10/10-ST6BCDMR__S7573-S7773_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/10/10-ST6BCDMR__S7573-S7773_R2.fastq.gz
4-ST4BCDMR__S7567-S7767,/mnt/GS-BACKUP05/FASTQ/2025/R7381/10/4-ST4BCDMR__S7567-S7767_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/10/4-ST4BCDMR__S7567-S7767_R2.fastq.gz
2-ST4BCDMR__S7565-S7765,/mnt/GS-BACKUP05/FASTQ/2025/R7381/1/2-ST4BCDMR__S7565-S7765_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/1/2-ST4BCDMR__S7565-S7765_R2.fastq.gz
8-ST6BCDMR__S7571-S7771,/mnt/GS-BACKUP05/FASTQ/2025/R7381/1/8-ST6BCDMR__S7571-S7771_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/1/8-ST6BCDMR__S7571-S7771_R2.fastq.gz
11-ST6BCDMR__S7574-S7774,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/11-ST6BCDMR__S7574-S7774_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/11-ST6BCDMR__S7574-S7774_R2.fastq.gz
17-ST7BCDMR__S7580-S7780,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/17-ST7BCDMR__S7580-S7780_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/17-ST7BCDMR__S7580-S7780_R2.fastq.gz
5-ST4BCDMR__S7568-S7768,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/5-ST4BCDMR__S7568-S7768_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/50/5-ST4BCDMR__S7568-S7768_R2.fastq.gz
15-ST7BCDMR__S7578-S7778,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/15-ST7BCDMR__S7578-S7778_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/15-ST7BCDMR__S7578-S7778_R2.fastq.gz
21-ST8BCDMR__S7584-S7784,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/21-ST8BCDMR__S7584-S7784_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/21-ST8BCDMR__S7584-S7784_R2.fastq.gz
3-ST4BCDMR__S7566-S7766,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/3-ST4BCDMR__S7566-S7766_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/3-ST4BCDMR__S7566-S7766_R2.fastq.gz
9-ST6BCDMR__S7572-S7772,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/9-ST6BCDMR__S7572-S7772_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7381/5/9-ST6BCDMR__S7572-S7772_R2.fastq.gz
13-ST11BCDMR__S7517-S7717,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/13-ST11BCDMR__S7517-S7717_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/13-ST11BCDMR__S7517-S7717_R2.fastq.gz
19-ST12BCDMR__S7523-S7723,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/19-ST12BCDMR__S7523-S7723_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/19-ST12BCDMR__S7523-S7723_R2.fastq.gz
1-ST1BCDMR__S7501-S7701,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/1-ST1BCDMR__S7501-S7701_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/1-ST1BCDMR__S7501-S7701_R2.fastq.gz
7-ST2BCDMR__S7507-S7707,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/7-ST2BCDMR__S7507-S7707_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/0/7-ST2BCDMR__S7507-S7707_R2.fastq.gz
18-ST11BCDMR__S7522-S7722,/mnt/GS-BACKUP05/FASTQ/2025/R7400/100/18-ST11BCDMR__S7522-S7722_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/100/18-ST11BCDMR__S7522-S7722_R2.fastq.gz
6-ST1BCDMR__S7506-S7706,/mnt/GS-BACKUP05/FASTQ/2025/R7400/100/6-ST1BCDMR__S7506-S7706_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/100/6-ST1BCDMR__S7506-S7706_R2.fastq.gz
10-ST2BCDMR__S7514-S7714,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/10-ST2BCDMR__S7514-S7714_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/10-ST2BCDMR__S7514-S7714_R2.fastq.gz
16-ST11BCDMR__S7520-S7720,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/16-ST11BCDMR__S7520-S7720_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/16-ST11BCDMR__S7520-S7720_R2.fastq.gz
22-ST12BCDMR__S7526-S7726,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/22-ST12BCDMR__S7526-S7726_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/22-ST12BCDMR__S7526-S7726_R2.fastq.gz
4-ST1BCDMR__S7504-S7704,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/4-ST1BCDMR__S7504-S7704_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/10/4-ST1BCDMR__S7504-S7704_R2.fastq.gz
14-ST11BCDMR__S7518-S7718,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/14-ST11BCDMR__S7518-S7718_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/14-ST11BCDMR__S7518-S7718_R2.fastq.gz
20-ST12BCDMR__S7524-S7724,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/20-ST12BCDMR__S7524-S7724_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/20-ST12BCDMR__S7524-S7724_R2.fastq.gz
8-ST2BCDMR__S7508-S7708,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/8-ST2BCDMR__S7508-S7708_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/1/8-ST2BCDMR__S7508-S7708_R2.fastq.gz
11-ST2BCDMR__S7515-S7715,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/11-ST2BCDMR__S7515-S7715_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/11-ST2BCDMR__S7515-S7715_R2.fastq.gz
17-ST11BCDMR__S7521-S7721,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/17-ST11BCDMR__S7521-S7721_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/17-ST11BCDMR__S7521-S7721_R2.fastq.gz
23-ST12BCDMR__S7527-S7727,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/23-ST12BCDMR__S7527-S7727_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/23-ST12BCDMR__S7527-S7727_R2.fastq.gz
5-ST1BCDMR__S7505-S7705,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/5-ST1BCDMR__S7505-S7705_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/50/5-ST1BCDMR__S7505-S7705_R2.fastq.gz
15-ST11BCDMR__S7519-S7719,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/15-ST11BCDMR__S7519-S7719_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/15-ST11BCDMR__S7519-S7719_R2.fastq.gz
21-ST12BCDMR__S7525-S7725,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/21-ST12BCDMR__S7525-S7725_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/21-ST12BCDMR__S7525-S7725_R2.fastq.gz
3-ST1BCDMR__S7503-S7703,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/3-ST1BCDMR__S7503-S7703_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/3-ST1BCDMR__S7503-S7703_R2.fastq.gz
9-ST2BCDMR__S7513-S7713,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/9-ST2BCDMR__S7513-S7713_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7400/5/9-ST2BCDMR__S7513-S7713_R2.fastq.gz
