SampleID,FASTQ1,FASTQ2
10-TMPC6S3_S7503-S7703,/mnt/FASTQ/2025_2/R7948/zatm/10-TMPC6S3_S7503-S7703_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/10-TMPC6S3_S7503-S7703_R2.fastq.gz
11-TMPC6S4_S7504-S7704,/mnt/FASTQ/2025_2/R7948/zatm/11-TMPC6S4_S7504-S7704_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/11-TMPC6S4_S7504-S7704_R2.fastq.gz
12-TMPC6S5_S7505-S7705,/mnt/FASTQ/2025_2/R7948/zatm/12-TMPC6S5_S7505-S7705_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/12-TMPC6S5_S7505-S7705_R2.fastq.gz
13-TMPC6S6_S7506-S7706,/mnt/FASTQ/2025_2/R7948/zatm/13-TMPC6S6_S7506-S7706_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/13-TMPC6S6_S7506-S7706_R2.fastq.gz
14-TMPC6S7_S7507-S7707,/mnt/FASTQ/2025_2/R7948/zatm/14-TMPC6S7_S7507-S7707_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/14-TMPC6S7_S7507-S7707_R2.fastq.gz
15-TMH1S1_S7509-S7709,/mnt/FASTQ/2025_2/R7948/zatm/15-TMH1S1_S7509-S7709_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/15-TMH1S1_S7509-S7709_R2.fastq.gz
16-TMH1S2_S7510-S7710,/mnt/FASTQ/2025_2/R7948/zatm/16-TMH1S2_S7510-S7710_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/16-TMH1S2_S7510-S7710_R2.fastq.gz
17-TMH1S3_S7511-S7711,/mnt/FASTQ/2025_2/R7948/zatm/17-TMH1S3_S7511-S7711_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/17-TMH1S3_S7511-S7711_R2.fastq.gz
18-TMH1S4_S7512-S7712,/mnt/FASTQ/2025_2/R7948/zatm/18-TMH1S4_S7512-S7712_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/18-TMH1S4_S7512-S7712_R2.fastq.gz
19-TMH1S5_S7513-S7713,/mnt/FASTQ/2025_2/R7948/zatm/19-TMH1S5_S7513-S7713_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/19-TMH1S5_S7513-S7713_R2.fastq.gz
1-TMPC5S1_S7590-S7790,/mnt/FASTQ/2025_2/R7948/zatm/1-TMPC5S1_S7590-S7790_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/1-TMPC5S1_S7590-S7790_R2.fastq.gz
20-TMH1S6_S7514-S7714,/mnt/FASTQ/2025_2/R7948/zatm/20-TMH1S6_S7514-S7714_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/20-TMH1S6_S7514-S7714_R2.fastq.gz
21-TMH1S7_S7515-S7715,/mnt/FASTQ/2025_2/R7948/zatm/21-TMH1S7_S7515-S7715_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/21-TMH1S7_S7515-S7715_R2.fastq.gz
22-TMH3S1_S7537-S7737,/mnt/FASTQ/2025_2/R7948/zatm/22-TMH3S1_S7537-S7737_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/22-TMH3S1_S7537-S7737_R2.fastq.gz
23-TMH3S2_S7538-S7738,/mnt/FASTQ/2025_2/R7948/zatm/23-TMH3S2_S7538-S7738_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/23-TMH3S2_S7538-S7738_R2.fastq.gz
24-TMH3S3_S7539-S7739,/mnt/FASTQ/2025_2/R7948/zatm/24-TMH3S3_S7539-S7739_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/24-TMH3S3_S7539-S7739_R2.fastq.gz
25-TMH3S4_S7540-S7740,/mnt/FASTQ/2025_2/R7948/zatm/25-TMH3S4_S7540-S7740_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/25-TMH3S4_S7540-S7740_R2.fastq.gz
26-TMH3S5_S7541-S7741,/mnt/FASTQ/2025_2/R7948/zatm/26-TMH3S5_S7541-S7741_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/26-TMH3S5_S7541-S7741_R2.fastq.gz
27-TMH3S6_S7542-S7742,/mnt/FASTQ/2025_2/R7948/zatm/27-TMH3S6_S7542-S7742_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/27-TMH3S6_S7542-S7742_R2.fastq.gz
28-TMH3S7_S7543-S7743,/mnt/FASTQ/2025_2/R7948/zatm/28-TMH3S7_S7543-S7743_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/28-TMH3S7_S7543-S7743_R2.fastq.gz
2-TMPC5S2_S7591-S7791,/mnt/FASTQ/2025_2/R7948/zatm/2-TMPC5S2_S7591-S7791_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/2-TMPC5S2_S7591-S7791_R2.fastq.gz
3-TMPC5S3_S7592-S7792,/mnt/FASTQ/2025_2/R7948/zatm/3-TMPC5S3_S7592-S7792_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/3-TMPC5S3_S7592-S7792_R2.fastq.gz
4-TMPC5S4_S7593-S7793,/mnt/FASTQ/2025_2/R7948/zatm/4-TMPC5S4_S7593-S7793_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/4-TMPC5S4_S7593-S7793_R2.fastq.gz
5-TMPC5S5_S7594-S7794,/mnt/FASTQ/2025_2/R7948/zatm/5-TMPC5S5_S7594-S7794_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/5-TMPC5S5_S7594-S7794_R2.fastq.gz
6-TMPC5S6_S7595-S7795,/mnt/FASTQ/2025_2/R7948/zatm/6-TMPC5S6_S7595-S7795_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/6-TMPC5S6_S7595-S7795_R2.fastq.gz
7-TMPC5S7_S7596-S7796,/mnt/FASTQ/2025_2/R7948/zatm/7-TMPC5S7_S7596-S7796_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/7-TMPC5S7_S7596-S7796_R2.fastq.gz
8-TMPC6S1_S7501-S7701,/mnt/FASTQ/2025_2/R7948/zatm/8-TMPC6S1_S7501-S7701_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/8-TMPC6S1_S7501-S7701_R2.fastq.gz
9-TMPC6S2_S7502-S7702,/mnt/FASTQ/2025_2/R7948/zatm/9-TMPC6S2_S7502-S7702_R1.fastq.gz,/mnt/FASTQ/2025_2/R7948/zatm/9-TMPC6S2_S7502-S7702_R2.fastq.gz
10-TMS2S3_S7526-S7726,/mnt/FASTQ/2025_2/R7967/zatm/10-TMS2S3_S7526-S7726_R1.fastq.gz,/mnt/FASTQ/2025_2/R7967/zatm/10-TMS2S3_S7526-S7726_R2.fastq.gz
11-TMS2S4_S7527-S7727,/mnt/FASTQ/2025_2/R7967/zatm/11-TMS2S4_S7527-S7727_R1.fastq.gz,/mnt/FASTQ/2025_2/R7967/zatm/11-TMS2S4_S7527-S7727_R2.fastq.gz
12-TMS2S5_S7528-S7728,/mnt/FASTQ/2025_2/R7967/zatm/12-TMS2S5_S7528-S7728_R1.fastq.gz,/mnt/FASTQ/2025_2/R7967/zatm/12-TMS2S5_S7528-S7728_R2.fastq.gz
13-TMS2S6_S7529-S7729,/mnt/FASTQ/2025_2/R7967/zatm/13-TMS2S6_S7529-S7729_R1.fastq.gz,/mnt/FASTQ/2025_2/R7967/zatm/13-TMS2S6_S7529-S7729_R2.fastq.gz
