SampleID,FASTQ1,FASTQ2
10-TMH2S3CF_S7525-S7725,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/10-TMH2S3CF_S7525-S7725_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/10-TMH2S3CF_S7525-S7725_R2.fastq.gz
11-TMH2S4CF_S7526-S7726,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/11-TMH2S4CF_S7526-S7726_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/11-TMH2S4CF_S7526-S7726_R2.fastq.gz
12-TMH2S5CF_S7527-S7727,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/12-TMH2S5CF_S7527-S7727_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/12-TMH2S5CF_S7527-S7727_R2.fastq.gz
13-TMH2S6CF_S7528-S7728,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/13-TMH2S6CF_S7528-S7728_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/13-TMH2S6CF_S7528-S7728_R2.fastq.gz
14-TMH2S7CF_S7529-S7729,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/14-TMH2S7CF_S7529-S7729_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/14-TMH2S7CF_S7529-S7729_R2.fastq.gz
15-TMH3S1CF_S7557-S7757,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/15-TMH3S1CF_S7557-S7757_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/15-TMH3S1CF_S7557-S7757_R2.fastq.gz
16-TMH3S2CF_S7564-S7764,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/16-TMH3S2CF_S7564-S7764_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/16-TMH3S2CF_S7564-S7764_R2.fastq.gz
17-TMH3S3CF_S7565-S7765,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/17-TMH3S3CF_S7565-S7765_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/17-TMH3S3CF_S7565-S7765_R2.fastq.gz
18-TMH3S4CF_S7566-S7766,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/18-TMH3S4CF_S7566-S7766_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/18-TMH3S4CF_S7566-S7766_R2.fastq.gz
19-TMH3S5CF_S7567-S7767,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/19-TMH3S5CF_S7567-S7767_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/19-TMH3S5CF_S7567-S7767_R2.fastq.gz
1-TMH1S1CF_S7501-S7701,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/1-TMH1S1CF_S7501-S7701_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/1-TMH1S1CF_S7501-S7701_R2.fastq.gz
20-TMH3S6CF_S7568-S7768,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/20-TMH3S6CF_S7568-S7768_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/20-TMH3S6CF_S7568-S7768_R2.fastq.gz
21-TMH3S7CF_S7569-S7769,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/21-TMH3S7CF_S7569-S7769_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/21-TMH3S7CF_S7569-S7769_R2.fastq.gz
22-TMH4S1CF_S7570-S7770,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/22-TMH4S1CF_S7570-S7770_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7331/zatm/22-TMH4S1CF_S7570-S7770_R2.fastq.gz
