SampleID,FASTQ1,FASTQ2
10-TML7S5_S7555-S7755,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/10-TML7S5_S7555-S7755_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/10-TML7S5_S7555-S7755_R2.fastq.gz
11-TML12S1_S7556-S7756,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/11-TML12S1_S7556-S7756_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/11-TML12S1_S7556-S7756_R2.fastq.gz
12-TML12S2_S7557-S7757,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/12-TML12S2_S7557-S7757_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/12-TML12S2_S7557-S7757_R2.fastq.gz
13-TML12S3_S7558-S7758,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/13-TML12S3_S7558-S7758_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/13-TML12S3_S7558-S7758_R2.fastq.gz
14-TML12S4_S7559-S7759,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/14-TML12S4_S7559-S7759_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/14-TML12S4_S7559-S7759_R2.fastq.gz
15-TML12S5_S7560-S7760,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/15-TML12S5_S7560-S7760_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/15-TML12S5_S7560-S7760_R2.fastq.gz
16-TML13S1_S7561-S7761,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/16-TML13S1_S7561-S7761_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/16-TML13S1_S7561-S7761_R2.fastq.gz
17-TML13S2_S7562-S7762,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/17-TML13S2_S7562-S7762_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/17-TML13S2_S7562-S7762_R2.fastq.gz
18-TML13S3_S7563-S7763,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/18-TML13S3_S7563-S7763_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/18-TML13S3_S7563-S7763_R2.fastq.gz
19-TML13S4_S7564-S7764,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/19-TML13S4_S7564-S7764_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/19-TML13S4_S7564-S7764_R2.fastq.gz
1-TML4S1_S7546-S7746,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/1-TML4S1_S7546-S7746_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/1-TML4S1_S7546-S7746_R2.fastq.gz
20-TML13S5_S7565-S7765,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/20-TML13S5_S7565-S7765_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/20-TML13S5_S7565-S7765_R2.fastq.gz
21-TML6S1_S7566-S7766,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/21-TML6S1_S7566-S7766_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/21-TML6S1_S7566-S7766_R2.fastq.gz
22-TML6S2_S7567-S7767,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/22-TML6S2_S7567-S7767_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/22-TML6S2_S7567-S7767_R2.fastq.gz
23-TML6S3_S7568-S7768,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/23-TML6S3_S7568-S7768_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/23-TML6S3_S7568-S7768_R2.fastq.gz
24-TML6S4_S7569-S7769,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/24-TML6S4_S7569-S7769_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/24-TML6S4_S7569-S7769_R2.fastq.gz
25-TML6S5_S7570-S7770,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/25-TML6S5_S7570-S7770_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/25-TML6S5_S7570-S7770_R2.fastq.gz
26-TML14S1_S7571-S7771,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/26-TML14S1_S7571-S7771_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/26-TML14S1_S7571-S7771_R2.fastq.gz
27-TML14S2_S7572-S7772,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/27-TML14S2_S7572-S7772_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/27-TML14S2_S7572-S7772_R2.fastq.gz
28-TML14S3_S7573-S7773,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/28-TML14S3_S7573-S7773_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/28-TML14S3_S7573-S7773_R2.fastq.gz
29-TML14S4_S7574-S7774,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/29-TML14S4_S7574-S7774_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/29-TML14S4_S7574-S7774_R2.fastq.gz
2-TML4S2_S7547-S7747,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/2-TML4S2_S7547-S7747_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/2-TML4S2_S7547-S7747_R2.fastq.gz
30-TML14S5_S7575-S7775,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/30-TML14S5_S7575-S7775_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/30-TML14S5_S7575-S7775_R2.fastq.gz
31-TML15S1_S7576-S7776,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/31-TML15S1_S7576-S7776_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/31-TML15S1_S7576-S7776_R2.fastq.gz
32-TML15S2_S7577-S7777,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/32-TML15S2_S7577-S7777_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/32-TML15S2_S7577-S7777_R2.fastq.gz
33-TML15S3_S7578-S7778,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/33-TML15S3_S7578-S7778_R1.fastq.gz,/media/hieunguyen/HNHD01/raw_data/amplicon_methyl_with_UMI/R7297/33-TML15S3_S7578-S7778_R2.fastq.gz
