SampleID,fastq1,fastq2
SA3,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/32-SA3_D506-D708_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/32-SA3_D506-D708_R2.fastq.gz
SA2,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/31-SA2_D506-D707_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/31-SA2_D506-D707_R2.fastq.gz
SA1,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/30-SA1_D506-D706_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/test-ts24/30-SA1_D506-D706_R2.fastq.gz
CA2,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/29-CA2_D506-D705_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/29-CA2_D506-D705_R2.fastq.gz
CA1,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/28-CA1_D505-D708_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/28-CA1_D505-D708_R2.fastq.gz
ST3,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/27-ST3_D504-D707_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/27-ST3_D504-D707_R2.fastq.gz
ST2,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/26-ST2_D504-D706_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/26-ST2_D504-D706_R2.fastq.gz
ST1,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/25-ST1_D504-D705_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/25-ST1_D504-D705_R2.fastq.gz
RT3,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/24-RT3_D503-D708_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/24-RT3_D503-D708_R2.fastq.gz
RT2,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/23-RT2_D503-D707_R1.fastq.gz,/mnt/GS_BACKUP04/FASTQ/2025/R6493/bcdmr/23-RT2_D503-D707_R2.fastq.gz
