SampleID,fastq1,fastq2
TMM10P4,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/12-TMM10P4_S7524-S7724_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/12-TMM10P4_S7524-S7724_R2.fastq.gz
TMM10P3,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/11-TMM10P3_S7523-S7723_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/11-TMM10P3_S7523-S7723_R2.fastq.gz
TMM10P2,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/10-TMM10P2_S7522-S7722_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/10-TMM10P2_S7522-S7722_R2.fastq.gz
TMM10P1,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/9-TMM10P1_S7521-S7721_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/9-TMM10P1_S7521-S7721_R2.fastq.gz
TMM9P4,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/8-TMM9P4_S7520-S7720_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/8-TMM9P4_S7520-S7720_R2.fastq.gz
TMM9P3,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/7-TMM9P3_S7519-S7719_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/7-TMM9P3_S7519-S7719_R2.fastq.gz
TMM9P2,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/6-TMM9P2_S7518-S7718_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/6-TMM9P2_S7518-S7718_R2.fastq.gz
TMM9P1,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/5-TMM9P1_S7517-S7717_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/5-TMM9P1_S7517-S7717_R2.fastq.gz
TMM8P4,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/4-TMM8P4_S7516-S7716_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/4-TMM8P4_S7516-S7716_R2.fastq.gz
TMM8P3,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/3-TMM8P3_S7515-S7715_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/3-TMM8P3_S7515-S7715_R2.fastq.gz
TMM8P2,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/2-TMM8P2_S7514-S7714_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/2-TMM8P2_S7514-S7714_R2.fastq.gz
TMM8P1,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/1-TMM8P1_S7513-S7713_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7002/zatm/1-TMM8P1_S7513-S7713_R2.fastq.gz
