SampleID,fastq1,fastq2
TMS62,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/13-TMS62_S7554-S7754_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/13-TMS62_S7554-S7754_R2.fastq.gz
TMS52,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/12-TMS52_S7553-S7753_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/12-TMS52_S7553-S7753_R2.fastq.gz
TMS42,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/11-TMS42_S7552-S7752_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/11-TMS42_S7552-S7752_R2.fastq.gz
TMS32,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/10-TMS32_S7551-S7751_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/10-TMS32_S7551-S7751_R2.fastq.gz
TMS22,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/9-TMS22_S7550-S7750_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/9-TMS22_S7550-S7750_R2.fastq.gz
TMS12,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/8-TMS12_S7549-S7749_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/8-TMS12_S7549-S7749_R2.fastq.gz
TMH1S7BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/7-TMH1S7BS1_S7561-S7761_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/7-TMH1S7BS1_S7561-S7761_R2.fastq.gz
TMH1S6BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/6-TMH1S6BS1_S7560-S7760_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/6-TMH1S6BS1_S7560-S7760_R2.fastq.gz
TMH1S5BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/5-TMH1S5BS1_S7559-S7759_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/5-TMH1S5BS1_S7559-S7759_R2.fastq.gz
TMH1S4BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/4-TMH1S4BS1_S7558-S7758_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/4-TMH1S4BS1_S7558-S7758_R2.fastq.gz
TMH1S3BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/3-TMH1S3BS1_S7557-S7757_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/3-TMH1S3BS1_S7557-S7757_R2.fastq.gz
TMH1S2BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/2-TMH1S2BS1_S7556-S7756_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/2-TMH1S2BS1_S7556-S7756_R2.fastq.gz
TMH1S1BS1,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/1-TMH1S1BS1_S7555-S7755_R1.fastq.gz,/mnt/DATASM14/hieunho/hieu_gitlab/batch_22112022/input/target_methylation_R7182_Vi/1-TMH1S1BS1_S7555-S7755_R2.fastq.gz
