SampleID,fastq1,fastq2
TMS1S7BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/26-TMS1S7BS_S7556-S7756_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/26-TMS1S7BS_S7556-S7756_R2.fastq.gz
TMS1S6BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/25-TMS1S6BS_S7555-S7755_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/25-TMS1S6BS_S7555-S7755_R2.fastq.gz
TMS1S5BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/24-TMS1S5BS_S7554-S7754_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/24-TMS1S5BS_S7554-S7754_R2.fastq.gz
TMS1S4BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/23-TMS1S4BS_S7553-S7753_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/23-TMS1S4BS_S7553-S7753_R2.fastq.gz
TMS1S1BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/22-TMS1S1BS_S7550-S7750_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/22-TMS1S1BS_S7550-S7750_R2.fastq.gz
TMH5S7BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/21-TMH5S7BS_S7549-S7749_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/21-TMH5S7BS_S7549-S7749_R2.fastq.gz
TMH5S6BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/20-TMH5S6BS_S7548-S7748_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/20-TMH5S6BS_S7548-S7748_R2.fastq.gz
TMH5S5BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/19-TMH5S5BS_S7547-S7747_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/19-TMH5S5BS_S7547-S7747_R2.fastq.gz
TMH5S4BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/18-TMH5S4BS_S7546-S7746_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/18-TMH5S4BS_S7546-S7746_R2.fastq.gz
TMH5S3BS,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/17-TMH5S3BS_S7545-S7745_R1.fastq.gz,/mnt/GS-BACKUP05/FASTQ/2025/R7150/zatm/17-TMH5S3BS_S7545-S7745_R2.fastq.gz
